POPULATION,PLOT #,TREE TAG,SPECIES,INDIVIDUAL,T-0 (2010-10-16),T-1 (2010-11-20),T-2 (2010-12-11),T-3 (2011-01-22),T-4 (2011-02-18),T-5 (2011-03-05),T-6 (2011-04-16),T-7 (2011-05-07),T-8 (2011-06-01),T-9 (2011-07-31),T-10 (2011-08-25),T-11 (2011-09-17),T-12 (2011-10-15),T-13 (2011-11-17),T-14 (2011-12-10),T-15 (2012-01-18),T-16 (2012-02-18),T-17 (2012-03-18),T-18 (2012-04-15),T-19 (2012-05-15),T-20 (2012-06-15),T-21 (2012-07-15),T-22 (2012-08-25),T-23 (2012-09-15),T-24 (2012-10-15)
3,3,201,Lepanthes caritensis,224,Juvenile,Juvenile,Juvenile,Reproductive,Adult,Adult,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,225,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,226,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,227,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Reproductive,Reproductive,Adult,Adult
3,3,201,Lepanthes caritensis,228,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,229,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,230,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,231,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,232,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,233,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,234,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,235,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,236,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,237,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,238,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,239,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,240,Reproductive,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Reproductive
3,3,201,Lepanthes caritensis,241,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Adult,Reproductive
3,3,201,Lepanthes caritensis,242,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,243,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,244,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,245,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Reproductive,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,246,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,247,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,248,Reproductive,Reproductive,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,249,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,250,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,251,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Reproductive
3,3,201,Lepanthes caritensis,252,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,253,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,254,Juvenile,Juvenile,Juvenile,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,255,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,256,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,257,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,258,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,259,Adult,Adult,Adult,Adult,Adult,Adult,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,260,Juvenile,Juvenile,Juvenile,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,261,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,262,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive
3,3,201,Lepanthes caritensis,263,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,264,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,265,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,266,Reproductive,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,267,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,268,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,269,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,270,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,271,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,272,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,273,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,274,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,275,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,276,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,277,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,278,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Adult,Adult
3,3,201,Lepanthes caritensis,279,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,280,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,281,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,282,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,283,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,284,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Reproductive,Reproductive
3,3,201,Lepanthes caritensis,285,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,286,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,287,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Adult,Reproductive,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,288,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,289,Juvenile,Juvenile,Juvenile,Reproductive,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,290,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,291,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,292,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,293,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Adult,Adult,Adult,Reproductive,Adult,Adult,Reproductive,Reproductive
3,3,201,Lepanthes caritensis,294,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,295,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,296,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,297,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,298,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,299,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2100,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2101,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2102,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2103,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2104,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2105,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2106,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2107,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2108,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2109,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2110,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2111,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2112,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2113,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2114,0,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2115,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,2116,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2117,0,0,0,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2118,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2119,0,0,0,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2120,0,0,0,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2121,0,0,0,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2122,0,0,0,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2123,0,0,0,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Adult,Adult,Adult,Adult
